Fe-C: 	 0.28189504978468277, 	 Fe-C: 	 0.28189504978468277 	 in ( C-C)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-C: 	 0.19197719920536807, 	 Fe-Si: 	 0.240271936763789 	 in ( C-Si)
C-Fe: 	 0.3641271808203206, 	 C-Si: 	 7.48229024600192e-05 	 in ( Si-Fe)
Si-C: 	 6.708293498745767e-05, 	 Si-Fe: 	 0.4085864885576281 	 in ( C-Fe)
Fe-C: 	 0.20441173135266358, 	 Fe-C: 	 0.20441173135266358 	 in ( C-C)
C-Fe: 	 0.0, 	 C-C: 	 1.0 	 in ( C-Fe)
C-C: 	 1.0, 	 C-Fe: 	 0.0 	 in ( C-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
C-Si: 	 7.48229024600192e-05, 	 C-Fe: 	 0.3641271808203206 	 in ( Si-Fe)
Fe-Si: 	 0.22649411521611518, 	 Fe-Si: 	 0.22649411521611518 	 in ( Si-Si)
Si-Fe: 	 0.0, 	 Si-Si: 	 1.0 	 in ( Si-Fe)
Si-Si: 	 1.0, 	 Si-Fe: 	 0.0 	 in ( Si-Fe)
Fe-Si: 	 0.240271936763789, 	 Fe-C: 	 0.19197719920536807 	 in ( Si-C)
Si-Fe: 	 0.4085864885576281, 	 Si-C: 	 6.708293498745767e-05 	 in ( C-Fe)
